categories,id_on_platform,full_categories,name,description,product_id,length,width,height,weight,seller_name,lower_threshold,upper_threshold,coefficient,percent,trading_scheme,delivery_location,price,acquiring,fbo_fulfillment_amount,fbo_direct_flow_trans_min_amount,fbo_direct_flow_trans_max_amount,fbo_deliv_to_customer_amount,fbo_return_flow_amount,fbo_return_flow_trans_min_amount,fbo_return_flow_trans_max_amount,fbs_first_mile_min_amount,fbs_first_mile_max_amount,fbs_direct_flow_trans_min_amount,fbs_direct_flow_trans_max_amount,fbs_deliv_to_customer_amount,fbs_return_flow_amount,fbs_return_flow_trans_min_amount,fbs_return_flow_trans_max_amount,sales_percent_fbo,sales_percent_fbs,sales_percent
Аккумуляторы,118057147,Miscellaneous accessories/Электропитание Access/Аккумуляторы и батарейки Access/Аккумуляторы,Аккумулятор Li-Pol (батарея) 3*80*100мм 2pin 3.7V/3000mAh,"Аккумулятор (аккумуляторная батарея, АКБ) 3*75*95мм 2pin 3.7V 3000mAh Li-Pol<br/><br/>(Размеры батареи должны совпадать или быть меньше чем размер оригинальной батареи или габаритов посадочного места для аккумулятора Емкость указанная на батарее носит справочный характер и может отличаться от реальной и не является определяющим критерием при подборе батареи!<br/><br/>Напряжение 3.7V<br/><br/>Ёмкость 3000mAh<br/><br/>Химический тип Li-Pol<br/><br/>Избегайте перезарядки и перегрузки. Пожалуйста, прекратите зарядку, когда аккумулятор заряжен на 100%.<br/><br/>Избегайте воздействия высоких температур 140 °F/60 °C. Удерживайте батарею от 5% до 95%.<br/><br/>Не замыкайте аккумулятор.<br/><br/>Случайное короткое замыкание может произойти, когда металлический предмет, такой как зажим для монет, или ручка вызывает прямое соединение положительного (+) и отрицательного (-) клеммы батареи с коротким замыканием клеммы могут повредить батарею.",17303,0.7,0.7,0.2,0.07,Продавец,0,0,0,0,FBS,,573.0000,8,0,0,0,31.52,50,58,58,0,25,70,70,31.52,50,70,70,18.5,19.5,19.5
Аккумуляторы,118058084,Miscellaneous accessories/Электропитание Access/Аккумуляторы и батарейки Access/Аккумуляторы,"Аккумулятор (аккумуляторная батарея, АКБ) 3*62*70мм 2pin 3.7V 1300mAh Li-Pol","Аккумулятор (аккумуляторная батарея, АКБ) 3*62*70мм 2pin 3.7V 1300mAh Li-Pol<br/><br/>Напряжение 3.7V<br/><br/>Ёмкость 1300mAh<br/><br/>Химический тип Li-Pol<br/><br/>Избегайте перезарядки и перегрузки. Пожалуйста, прекратите зарядку, когда аккумулятор заряжен на 100%.<br/><br/>Избегайте воздействия высоких температур 140 °F/60 °C. Удерживайте батарею от 5% до 95%.<br/><br/>Не замыкайте аккумулятор. <br/><br/>Случайное короткое замыкание может произойти, когда металлический предмет, такой как зажим для монет, или ручка вызывает прямое соединение положительного (+) и отрицательного (-) клеммы батареи с коротким замыканием клеммы могут повредить батарею.",17259,0.7,0.7,0.2,0.05,Продавец,0,0,0,0,,,410.0000,4,0,0,0,17.77,50,58,58,0,25,70,70,17.77,50,70,70,18.5,19.5,19.5
Аккумуляторы,118058085,Miscellaneous accessories/Электропитание Access/Аккумуляторы и батарейки Access/Аккумуляторы,Аккумулятор Li-Pol (батарея) 4*55*75мм 2pin 3.7V/2000mAh,"Аккумулятор (аккумуляторная батарея, АКБ) 3*62*70мм 2pin 3.7V 1300mAh Li-Pol<br/><br/>Напряжение 3.7V<br/><br/>Ёмкость 1300mAh<br/><br/>Химический тип Li-Pol<br/><br/>Избегайте перезарядки и перегрузки. Пожалуйста, прекратите зарядку, когда аккумулятор заряжен на 100%.<br/><br/>Избегайте воздействия высоких температур 140 °F/60 °C. Удерживайте батарею от 5% до 95%.<br/><br/>Не замыкайте аккумулятор. <br/><br/>Случайное короткое замыкание может произойти, когда металлический предмет, такой как зажим для монет, или ручка вызывает прямое соединение положительного (+) и отрицательного (-) клеммы батареи с коротким замыканием клеммы могут повредить батарею.",17269,0.7,0.7,0.2,0.05,Продавец,0,0,0,0,FBS,,533.0000,7,0,0,0,29.32,50,58,58,0,25,70,70,29.32,50,70,70,18.5,19.5,19.5
Аккумуляторы,118058086,Miscellaneous accessories/Электропитание Access/Аккумуляторы и батарейки Access/Аккумуляторы,Аккумулятор Li-Pol (батарея) 3.5*45*75мм 2pin 3.7V/1200mAh,"Аккумулятор (аккумуляторная батарея, АКБ) 3*62*70мм 2pin 3.7V 1300mAh Li-Pol<br/><br/>Напряжение 3.7V<br/><br/>Ёмкость 1300mAh<br/><br/>Химический тип Li-Pol<br/><br/>Избегайте перезарядки и перегрузки. Пожалуйста, прекратите зарядку, когда аккумулятор заряжен на 100%.<br/><br/>Избегайте воздействия высоких температур 140 °F/60 °C. Удерживайте батарею от 5% до 95%.<br/><br/>Не замыкайте аккумулятор. <br/><br/>Случайное короткое замыкание может произойти, когда металлический предмет, такой как зажим для монет, или ручка вызывает прямое соединение положительного (+) и отрицательного (-) клеммы батареи с коротким замыканием клеммы могут повредить батарею.",17258,0.7,0.7,0.2,0.05,Продавец,0,0,0,0,FBS,,540.0000,6,0,0,0,25.63,50,58,58,0,25,70,70,25.63,50,70,70,18.5,19.5,19.5
Аккумуляторы,118058087,Miscellaneous accessories/Электропитание Access/Аккумуляторы и батарейки Access/Аккумуляторы,Аккумулятор Li-Pol (батарея) 3*72*87мм 2pin 3.7V/2000mAh,"Аккумулятор (аккумуляторная батарея, АКБ) 3*62*70мм 2pin 3.7V 1300mAh Li-Pol<br/><br/>Напряжение 3.7V<br/><br/>Ёмкость 1300mAh<br/><br/>Химический тип Li-Pol<br/><br/>Избегайте перезарядки и перегрузки. Пожалуйста, прекратите зарядку, когда аккумулятор заряжен на 100%.<br/><br/>Избегайте воздействия высоких температур 140 °F/60 °C. Удерживайте батарею от 5% до 95%.<br/><br/>Не замыкайте аккумулятор. <br/><br/>Случайное короткое замыкание может произойти, когда металлический предмет, такой как зажим для монет, или ручка вызывает прямое соединение положительного (+) и отрицательного (-) клеммы батареи с коротким замыканием клеммы могут повредить батарею.",17268,0.7,0.7,0.2,0.05,Продавец,0,0,0,0,,,436.0000,6,0,0,0,23.98,50,58,58,0,25,70,70,23.98,50,70,70,18.5,19.5,19.5
Аккумуляторы,118058088,Miscellaneous accessories/Электропитание Access/Аккумуляторы и батарейки Access/Аккумуляторы,Аккумулятор Li-Pol (батарея) 3*60*85мм 2pin 3.7V/1500mAh,"Аккумулятор (аккумуляторная батарея, АКБ) 3*62*70мм 2pin 3.7V 1300mAh Li-Pol<br/><br/>Напряжение 3.7V<br/><br/>Ёмкость 1300mAh<br/><br/>Химический тип Li-Pol<br/><br/>Избегайте перезарядки и перегрузки. Пожалуйста, прекратите зарядку, когда аккумулятор заряжен на 100%.<br/><br/>Избегайте воздействия высоких температур 140 °F/60 °C. Удерживайте батарею от 5% до 95%.<br/><br/>Не замыкайте аккумулятор. <br/><br/>Случайное короткое замыкание может произойти, когда металлический предмет, такой как зажим для монет, или ручка вызывает прямое соединение положительного (+) и отрицательного (-) клеммы батареи с коротким замыканием клеммы могут повредить батарею.",17261,0.7,0.7,0.2,0.05,Продавец,0,0,0,0,FBS,,651.0000,9,0,0,0,35.81,50,58,58,0,25,70,70,35.81,50,70,70,18.5,19.5,19.5
Аккумуляторы,118058089,Miscellaneous accessories/Электропитание Access/Аккумуляторы и батарейки Access/Аккумуляторы,Аккумулятор Li-Pol (батарея) 4*55*75мм 3pin 3.7V/2000mAh,"Аккумулятор (аккумуляторная батарея, АКБ) 3*62*70мм 2pin 3.7V 1300mAh Li-Pol<br/><br/>Напряжение 3.7V<br/><br/>Ёмкость 1300mAh<br/><br/>Химический тип Li-Pol<br/><br/>Избегайте перезарядки и перегрузки. Пожалуйста, прекратите зарядку, когда аккумулятор заряжен на 100%.<br/><br/>Избегайте воздействия высоких температур 140 °F/60 °C. Удерживайте батарею от 5% до 95%.<br/><br/>Не замыкайте аккумулятор. <br/><br/>Случайное короткое замыкание может произойти, когда металлический предмет, такой как зажим для монет, или ручка вызывает прямое соединение положительного (+) и отрицательного (-) клеммы батареи с коротким замыканием клеммы могут повредить батарею.",17270,0.7,0.7,0.2,0.05,Продавец,0,0,0,0,FBS,,580.0000,6,0,0,0,25.63,50,58,58,0,25,70,70,25.63,50,70,70,18.5,19.5,19.5
Аккумуляторы,118058096,Miscellaneous accessories/Электропитание Access/Аккумуляторы и батарейки Access/Аккумуляторы,Аккумулятор Li-Pol (батарея) 3*70*85мм 2pin 3.7V/1600mAh,"Аккумулятор (аккумуляторная батарея, АКБ) 3*62*70мм 2pin 3.7V 1300mAh Li-Pol<br/><br/>Напряжение 3.7V<br/><br/>Ёмкость 1300mAh<br/><br/>Химический тип Li-Pol<br/><br/>Избегайте перезарядки и перегрузки. Пожалуйста, прекратите зарядку, когда аккумулятор заряжен на 100%.<br/><br/>Избегайте воздействия высоких температур 140 °F/60 °C. Удерживайте батарею от 5% до 95%.<br/><br/>Не замыкайте аккумулятор. <br/><br/>Случайное короткое замыкание может произойти, когда металлический предмет, такой как зажим для монет, или ручка вызывает прямое соединение положительного (+) и отрицательного (-) клеммы батареи с коротким замыканием клеммы могут повредить батарею.",17263,0.7,0.7,0.2,0.05,Продавец,0,0,0,0,,,721.0000,10,0,0,0,39.66,50,58,58,0,25,70,70,39.66,50,70,70,18.5,19.5,19.5
Аккумуляторы,118058097,Miscellaneous accessories/Электропитание Access/Аккумуляторы и батарейки Access/Аккумуляторы,Аккумулятор Li-Pol (батарея) 3*65*85мм 2pin 3.7V/1700mAh,"Аккумулятор (аккумуляторная батарея, АКБ) 3*62*70мм 2pin 3.7V 1300mAh Li-Pol<br/><br/>Напряжение 3.7V<br/><br/>Ёмкость 1300mAh<br/><br/>Химический тип Li-Pol<br/><br/>Избегайте перезарядки и перегрузки. Пожалуйста, прекратите зарядку, когда аккумулятор заряжен на 100%.<br/><br/>Избегайте воздействия высоких температур 140 °F/60 °C. Удерживайте батарею от 5% до 95%.<br/><br/>Не замыкайте аккумулятор. <br/><br/>Случайное короткое замыкание может произойти, когда металлический предмет, такой как зажим для монет, или ручка вызывает прямое соединение положительного (+) и отрицательного (-) клеммы батареи с коротким замыканием клеммы могут повредить батарею.",17264,0.7,0.7,0.2,0.05,Продавец,0,0,0,0,FBS,,589.0000,8,0,0,0,32.4,50,58,58,0,25,70,70,32.4,50,70,70,18.5,19.5,19.5
Аккумуляторы,118058098,Miscellaneous accessories/Электропитание Access/Аккумуляторы и батарейки Access/Аккумуляторы,Аккумулятор Li-Pol (батарея) 3*25*30мм 2pin 3.7V/220mAh,"Аккумулятор (аккумуляторная батарея, АКБ) 3*62*70мм 2pin 3.7V 1300mAh Li-Pol<br/><br/>Напряжение 3.7V<br/><br/>Ёмкость 1300mAh<br/><br/>Химический тип Li-Pol<br/><br/>Избегайте перезарядки и перегрузки. Пожалуйста, прекратите зарядку, когда аккумулятор заряжен на 100%.<br/><br/>Избегайте воздействия высоких температур 140 °F/60 °C. Удерживайте батарею от 5% до 95%.<br/><br/>Не замыкайте аккумулятор. <br/><br/>Случайное короткое замыкание может произойти, когда металлический предмет, такой как зажим для монет, или ручка вызывает прямое соединение положительного (+) и отрицательного (-) клеммы батареи с коротким замыканием клеммы могут повредить батарею.",17274,0.7,0.7,0.2,0.03,Продавец,0,0,0,0,FBS,,370.0000,4,0,0,0,15.18,50,58,58,0,25,70,70,15.18,50,70,70,18.5,19.5,19.5
Аккумуляторы,118058103,Miscellaneous accessories/Электропитание Access/Аккумуляторы и батарейки Access/Аккумуляторы,Аккумулятор Li-Pol (батарея) 3*65*85мм 3pin 3.7V/1700mAh,"Аккумулятор (аккумуляторная батарея, АКБ) 3*62*70мм 2pin 3.7V 1300mAh Li-Pol<br/><br/>Напряжение 3.7V<br/><br/>Ёмкость 1300mAh<br/><br/>Химический тип Li-Pol<br/><br/>Избегайте перезарядки и перегрузки. Пожалуйста, прекратите зарядку, когда аккумулятор заряжен на 100%.<br/><br/>Избегайте воздействия высоких температур 140 °F/60 °C. Удерживайте батарею от 5% до 95%.<br/><br/>Не замыкайте аккумулятор. <br/><br/>Случайное короткое замыкание может произойти, когда металлический предмет, такой как зажим для монет, или ручка вызывает прямое соединение положительного (+) и отрицательного (-) клеммы батареи с коротким замыканием клеммы могут повредить батарею.",17265,0.7,0.7,0.2,0.05,Продавец,0,0,0,0,FBS,,510.0000,7,0,0,0,28.05,50,58,58,0,25,70,70,28.05,50,70,70,18.5,19.5,19.5
Аккумуляторы,118058130,Miscellaneous accessories/Электропитание Access/Аккумуляторы и батарейки Access/Аккумуляторы,Аккумулятор Li-Pol (батарея) 3*45*145мм 2pin 3.7V/2400mAh,"Аккумулятор (аккумуляторная батарея, АКБ) 3*62*70мм 2pin 3.7V 1300mAh Li-Pol<br/><br/>Напряжение 3.7V<br/><br/>Ёмкость 1300mAh<br/><br/>Химический тип Li-Pol<br/><br/>Избегайте перезарядки и перегрузки. Пожалуйста, прекратите зарядку, когда аккумулятор заряжен на 100%.<br/><br/>Избегайте воздействия высоких температур 140 °F/60 °C. Удерживайте батарею от 5% до 95%.<br/><br/>Не замыкайте аккумулятор. <br/><br/>Случайное короткое замыкание может произойти, когда металлический предмет, такой как зажим для монет, или ручка вызывает прямое соединение положительного (+) и отрицательного (-) клеммы батареи с коротким замыканием клеммы могут повредить батарею.",17276,0.7,0.7,0.2,0.05,Продавец,0,0,0,0,,,581.0000,8,0,0,0,31.96,50,58,58,0,25,70,70,31.96,50,70,70,18.5,19.5,19.5
Аккумуляторы,118058132,Miscellaneous accessories/Электропитание Access/Аккумуляторы и батарейки Access/Аккумуляторы,Аккумулятор Li-Pol (батарея) 3*50*130мм 2pin 3.7V/2500mAh,"Аккумулятор (аккумуляторная батарея, АКБ) 3*62*70мм 2pin 3.7V 1300mAh Li-Pol<br/><br/>Напряжение 3.7V<br/><br/>Ёмкость 1300mAh<br/><br/>Химический тип Li-Pol<br/><br/>Избегайте перезарядки и перегрузки. Пожалуйста, прекратите зарядку, когда аккумулятор заряжен на 100%.<br/><br/>Избегайте воздействия высоких температур 140 °F/60 °C. Удерживайте батарею от 5% до 95%.<br/><br/>Не замыкайте аккумулятор. <br/><br/>Случайное короткое замыкание может произойти, когда металлический предмет, такой как зажим для монет, или ручка вызывает прямое соединение положительного (+) и отрицательного (-) клеммы батареи с коротким замыканием клеммы могут повредить батарею.",17277,0.7,0.7,0.2,0.05,Продавец,0,0,0,0,FBS,,593.0000,8,0,0,0,32.62,50,58,58,0,25,70,70,32.62,50,70,70,18.5,19.5,19.5
Аккумуляторы,118058135,Miscellaneous accessories/Электропитание Access/Аккумуляторы и батарейки Access/Аккумуляторы,Аккумулятор Li-Pol (батарея) 2.5*45*145мм3pin 3.7V/2400mAh,"Аккумулятор (аккумуляторная батарея, АКБ) 3*62*70мм 2pin 3.7V 1300mAh Li-Pol<br/><br/>Напряжение 3.7V<br/><br/>Ёмкость 1300mAh<br/><br/>Химический тип Li-Pol<br/><br/>Избегайте перезарядки и перегрузки. Пожалуйста, прекратите зарядку, когда аккумулятор заряжен на 100%.<br/><br/>Избегайте воздействия высоких температур 140 °F/60 °C. Удерживайте батарею от 5% до 95%.<br/><br/>Не замыкайте аккумулятор. <br/><br/>Случайное короткое замыкание может произойти, когда металлический предмет, такой как зажим для монет, или ручка вызывает прямое соединение положительного (+) и отрицательного (-) клеммы батареи с коротким замыканием клеммы могут повредить батарею.",17275,0.7,0.7,0.2,0.05,Продавец,0,0,0,0,FBS,,549.0000,7,0,0,0,28.66,50,58,58,0,25,70,70,28.66,50,70,70,18.5,19.5,19.5
Аккумуляторы,118058138,Miscellaneous accessories/Электропитание Access/Аккумуляторы и батарейки Access/Аккумуляторы,Аккумулятор Li-Pol (батарея) 3*38*135mm 2pin 3.7V/2500mAh,"Аккумулятор (аккумуляторная батарея, АКБ) 3*62*70мм 2pin 3.7V 1300mAh Li-Pol<br/><br/>Напряжение 3.7V<br/><br/>Ёмкость 1300mAh<br/><br/>Химический тип Li-Pol<br/><br/>Избегайте перезарядки и перегрузки. Пожалуйста, прекратите зарядку, когда аккумулятор заряжен на 100%.<br/><br/>Избегайте воздействия высоких температур 140 °F/60 °C. Удерживайте батарею от 5% до 95%.<br/><br/>Не замыкайте аккумулятор. <br/><br/>Случайное короткое замыкание может произойти, когда металлический предмет, такой как зажим для монет, или ручка вызывает прямое соединение положительного (+) и отрицательного (-) клеммы батареи с коротким замыканием клеммы могут повредить батарею.",17279,0.7,0.7,0.2,0.05,Продавец,0,0,0,0,FBS,,560.0000,8,0,0,0,30.8,50,58,58,0,25,70,70,30.8,50,70,70,18.5,19.5,19.5
Аккумуляторы,118058141,Miscellaneous accessories/Электропитание Access/Аккумуляторы и батарейки Access/Аккумуляторы,Аккумулятор Li-Pol (батарея) 3*50*130мм 3pin 3.7V/2500mAh,"Аккумулятор (аккумуляторная батарея, АКБ) 3*62*70мм 2pin 3.7V 1300mAh Li-Pol<br/><br/>Напряжение 3.7V<br/><br/>Ёмкость 1300mAh<br/><br/>Химический тип Li-Pol<br/><br/>Избегайте перезарядки и перегрузки. Пожалуйста, прекратите зарядку, когда аккумулятор заряжен на 100%.<br/><br/>Избегайте воздействия высоких температур 140 °F/60 °C. Удерживайте батарею от 5% до 95%.<br/><br/>Не замыкайте аккумулятор. <br/><br/>Случайное короткое замыкание может произойти, когда металлический предмет, такой как зажим для монет, или ручка вызывает прямое соединение положительного (+) и отрицательного (-) клеммы батареи с коротким замыканием клеммы могут повредить батарею.",17278,0.7,0.7,0.2,0.05,Продавец,0,0,0,0,FBS,,510.0000,5,0,0,0,20.52,50,58,58,0,25,70,70,20.52,50,70,70,18.5,19.5,19.5
Аккумуляторы,118058143,Miscellaneous accessories/Электропитание Access/Аккумуляторы и батарейки Access/Аккумуляторы,Аккумулятор Li-Pol (батарея) 3*65*95мм 2pin 3.7V/2500mAh,"Аккумулятор (аккумуляторная батарея, АКБ) 3*62*70мм 2pin 3.7V 1300mAh Li-Pol<br/><br/>Напряжение 3.7V<br/><br/>Ёмкость 1300mAh<br/><br/>Химический тип Li-Pol<br/><br/>Избегайте перезарядки и перегрузки. Пожалуйста, прекратите зарядку, когда аккумулятор заряжен на 100%.<br/><br/>Избегайте воздействия высоких температур 140 °F/60 °C. Удерживайте батарею от 5% до 95%.<br/><br/>Не замыкайте аккумулятор. <br/><br/>Случайное короткое замыкание может произойти, когда металлический предмет, такой как зажим для монет, или ручка вызывает прямое соединение положительного (+) и отрицательного (-) клеммы батареи с коротким замыканием клеммы могут повредить батарею.",17283,0.7,0.7,0.2,0.05,Продавец,0,0,0,0,FBS,,700.0000,9,0,0,0,38.5,50,58,58,0,25,70,70,38.5,50,70,70,18.5,19.5,19.5
Аккумуляторы,118058144,Miscellaneous accessories/Электропитание Access/Аккумуляторы и батарейки Access/Аккумуляторы,Аккумулятор Li-Pol (батарея) 3*45*150мм 2pin 3.7V/2500mAh,"Аккумулятор (аккумуляторная батарея, АКБ) 3*62*70мм 2pin 3.7V 1300mAh Li-Pol<br/><br/>Напряжение 3.7V<br/><br/>Ёмкость 1300mAh<br/><br/>Химический тип Li-Pol<br/><br/>Избегайте перезарядки и перегрузки. Пожалуйста, прекратите зарядку, когда аккумулятор заряжен на 100%.<br/><br/>Избегайте воздействия высоких температур 140 °F/60 °C. Удерживайте батарею от 5% до 95%.<br/><br/>Не замыкайте аккумулятор. <br/><br/>Случайное короткое замыкание может произойти, когда металлический предмет, такой как зажим для монет, или ручка вызывает прямое соединение положительного (+) и отрицательного (-) клеммы батареи с коротким замыканием клеммы могут повредить батарею.",17281,0.7,0.7,0.2,0.05,Продавец,0,0,0,0,FBS,,557.0000,6,0,0,0,26.51,50,58,58,0,25,70,70,26.51,50,70,70,18.5,19.5,19.5
Аккумуляторы,118058149,Miscellaneous accessories/Электропитание Access/Аккумуляторы и батарейки Access/Аккумуляторы,Аккумулятор Li-Pol (батарея) 3*45*150мм 3pin 3.7V/2500mAh,"Аккумулятор (аккумуляторная батарея, АКБ) 3*62*70мм 2pin 3.7V 1300mAh Li-Pol<br/><br/>Напряжение 3.7V<br/><br/>Ёмкость 1300mAh<br/><br/>Химический тип Li-Pol<br/><br/>Избегайте перезарядки и перегрузки. Пожалуйста, прекратите зарядку, когда аккумулятор заряжен на 100%.<br/><br/>Избегайте воздействия высоких температур 140 °F/60 °C. Удерживайте батарею от 5% до 95%.<br/><br/>Не замыкайте аккумулятор. <br/><br/>Случайное короткое замыкание может произойти, когда металлический предмет, такой как зажим для монет, или ручка вызывает прямое соединение положительного (+) и отрицательного (-) клеммы батареи с коротким замыканием клеммы могут повредить батарею.",17282,0.7,0.7,0.2,0.05,Продавец,0,0,0,0,FBS,,629.0000,8,0,0,0,34.6,50,58,58,0,25,70,70,34.6,50,70,70,18.5,19.5,19.5
Аккумуляторы,118058152,Miscellaneous accessories/Электропитание Access/Аккумуляторы и батарейки Access/Аккумуляторы,Аккумулятор Li-Pol (батарея) 3*38*135мм 3pin 3.7V/2500mAh,"Аккумулятор (аккумуляторная батарея, АКБ) 3*62*70мм 2pin 3.7V 1300mAh Li-Pol<br/><br/>Напряжение 3.7V<br/><br/>Ёмкость 1300mAh<br/><br/>Химический тип Li-Pol<br/><br/>Избегайте перезарядки и перегрузки. Пожалуйста, прекратите зарядку, когда аккумулятор заряжен на 100%.<br/><br/>Избегайте воздействия высоких температур 140 °F/60 °C. Удерживайте батарею от 5% до 95%.<br/><br/>Не замыкайте аккумулятор. <br/><br/>Случайное короткое замыкание может произойти, когда металлический предмет, такой как зажим для монет, или ручка вызывает прямое соединение положительного (+) и отрицательного (-) клеммы батареи с коротким замыканием клеммы могут повредить батарею.",17280,0.7,0.7,0.2,0.05,Продавец,0,0,0,0,,,460.0000,6,0,0,0,25.3,50,58,58,0,25,70,70,25.3,50,70,70,18.5,19.5,19.5
Аккумуляторы,118058155,Miscellaneous accessories/Электропитание Access/Аккумуляторы и батарейки Access/Аккумуляторы,Аккумулятор Li-Pol (батарея) 3*65*95мм 3pin 3.7V/2500mAh,"Аккумулятор (аккумуляторная батарея, АКБ) 3*62*70мм 2pin 3.7V 1300mAh Li-Pol<br/><br/>Напряжение 3.7V<br/><br/>Ёмкость 1300mAh<br/><br/>Химический тип Li-Pol<br/><br/>Избегайте перезарядки и перегрузки. Пожалуйста, прекратите зарядку, когда аккумулятор заряжен на 100%.<br/><br/>Избегайте воздействия высоких температур 140 °F/60 °C. Удерживайте батарею от 5% до 95%.<br/><br/>Не замыкайте аккумулятор. <br/><br/>Случайное короткое замыкание может произойти, когда металлический предмет, такой как зажим для монет, или ручка вызывает прямое соединение положительного (+) и отрицательного (-) клеммы батареи с коротким замыканием клеммы могут повредить батарею.",17284,0.7,0.7,0.2,0.05,Продавец,0,0,0,0,FBS,,710.0000,10,0,0,0,39.05,50,58,58,0,25,70,70,39.05,50,70,70,18.5,19.5,19.5
Аккумуляторы,118058165,Miscellaneous accessories/Электропитание Access/Аккумуляторы и батарейки Access/Аккумуляторы,"Аккумулятор Li-Pol (батарея) 3x70x95 мм, 2pin, 3.7V/2500mAh","Аккумулятор Li-Pol (батарея) 3x70x95 мм, 2pin, 3.7V/2500mAh Универсальный<br/><br/>Напряжение 3.7V<br/><br/>Ёмкость 2500mAh<br/><br/>Химический тип Li-Pol<br/><br/>Избегайте перезарядки и перегрузки. Пожалуйста, прекратите зарядку, когда аккумулятор заряжен на 100%.<br/><br/>Избегайте воздействия высоких температур 140 °F/60 °C. Удерживайте батарею от 5% до 95%.<br/><br/>Не замыкайте аккумулятор. <br/><br/>Случайное короткое замыкание может произойти, когда металлический предмет, такой как зажим для монет, или ручка вызывает прямое соединение положительного (+) и отрицательного (-) клеммы батареи с коротким замыканием клеммы могут повредить батарею.",17285,0.7,0.7,0.2,0.05,Продавец,0,0,0,0,FBS,,499.0000,7,0,0,0,27.45,50,58,58,0,25,70,70,27.45,50,70,70,18.5,19.5,19.5
Аккумуляторы,118058167,Miscellaneous accessories/Электропитание Access/Аккумуляторы и батарейки Access/Аккумуляторы,Аккумулятор Li-Pol (батарея) 3*70*95мм 3pin 3.7V/2500mAh,"Аккумулятор Li-Pol (батарея) 3x70x95 мм, 2pin, 3.7V/2500mAh Универсальный<br/><br/>Напряжение 3.7V<br/><br/>Ёмкость 2500mAh<br/><br/>Химический тип Li-Pol<br/><br/>Избегайте перезарядки и перегрузки. Пожалуйста, прекратите зарядку, когда аккумулятор заряжен на 100%.<br/><br/>Избегайте воздействия высоких температур 140 °F/60 °C. Удерживайте батарею от 5% до 95%.<br/><br/>Не замыкайте аккумулятор. <br/><br/>Случайное короткое замыкание может произойти, когда металлический предмет, такой как зажим для монет, или ручка вызывает прямое соединение положительного (+) и отрицательного (-) клеммы батареи с коротким замыканием клеммы могут повредить батарею.",17286,0.7,0.7,0.2,0.05,Продавец,0,0,0,0,FBS,,700.0000,9,0,0,0,38.5,50,58,58,0,25,70,70,38.5,50,70,70,18.5,19.5,19.5
Аккумуляторы,118058169,Miscellaneous accessories/Электропитание Access/Аккумуляторы и батарейки Access/Аккумуляторы,Аккумулятор Li-Pol (батарея) 4*55*70мм 3pin 3.7V/2500mAh,"Аккумулятор Li-Pol (батарея) 3x70x95 мм, 2pin, 3.7V/2500mAh Универсальный<br/><br/>Напряжение 3.7V<br/><br/>Ёмкость 2500mAh<br/><br/>Химический тип Li-Pol<br/><br/>Избегайте перезарядки и перегрузки. Пожалуйста, прекратите зарядку, когда аккумулятор заряжен на 100%.<br/><br/>Избегайте воздействия высоких температур 140 °F/60 °C. Удерживайте батарею от 5% до 95%.<br/><br/>Не замыкайте аккумулятор. <br/><br/>Случайное короткое замыкание может произойти, когда металлический предмет, такой как зажим для монет, или ручка вызывает прямое соединение положительного (+) и отрицательного (-) клеммы батареи с коротким замыканием клеммы могут повредить батарею.",17287,0.7,0.7,0.2,0.05,Продавец,0,0,0,0,FBS,,900.0000,6,0,0,0,25.63,50,58,58,0,25,70,70,25.63,50,70,70,18.5,19.5,19.5
Аккумуляторы,118058170,Miscellaneous accessories/Электропитание Access/Аккумуляторы и батарейки Access/Аккумуляторы,Аккумулятор Li-Pol (батарея) 4*20*25мм 2pin 3.7V/250mAh,Аккумулятор Li-Pol (батарея) 4*20*25мм 2pin 3.7V/250mAh,17290,0.7,0.7,0.2,0.1,Продавец,0,0,0,0,,,350.0000,5,0,0,0,19.25,50,58,58,0,25,70,70,19.25,50,70,70,18.5,19.5,19.5
Аккумуляторы,118058171,Miscellaneous accessories/Электропитание Access/Аккумуляторы и батарейки Access/Аккумуляторы,Аккумулятор Li-Pol (батарея) 3*55*125мм 2pin 3.7V/2800mAh,Аккумулятор Li-Pol (батарея) 4*20*25мм 2pin 3.7V/250mAh,17296,0.7,0.7,0.2,0.05,Продавец,0,0,0,0,FBS,,560.0000,7,0,0,0,28.16,50,58,58,0,25,70,70,28.16,50,70,70,18.5,19.5,19.5
Аккумуляторы,118058180,Miscellaneous accessories/Электропитание Access/Аккумуляторы и батарейки Access/Аккумуляторы,Аккумулятор Li-Pol (батарея) 3*50*125мм 3pin 3.7V/2800mAh,Аккумулятор Li-Pol (батарея) 4*20*25мм 2pin 3.7V/250mAh,17295,0.7,0.7,0.2,0.05,Продавец,0,0,0,0,FBS,,455.0000,4,0,0,0,18.32,50,58,58,0,25,70,70,18.32,50,70,70,18.5,19.5,19.5
Аккумуляторы,118058181,Miscellaneous accessories/Электропитание Access/Аккумуляторы и батарейки Access/Аккумуляторы,Аккумулятор Li-Pol (батарея) 3*55*125мм 3pin 3.7V/2800mAh,Аккумулятор Li-Pol (батарея) 4*20*25мм 2pin 3.7V/250mAh,17297,0.7,0.7,0.2,0.05,Продавец,0,0,0,0,FBS,,420.0000,6,0,0,0,23.1,50,58,58,0,25,70,70,23.1,50,70,70,18.5,19.5,19.5
